MUNICIPALITY,FARM TYPE,YEAR,MONTH,CROP,Area planted(ha),Area harvested(ha),Production(mt),Productivity(mt/ha)
KAPANGAN,RAINFED,2015,OCT,GARDEN PEAS,1.2,0.3,3,10
KAPANGAN,RAINFED,2015,NOV,GARDEN PEAS,5,0.3,3,10
KAPANGAN,RAINFED,2015,DEC,GARDEN PEAS,5,5,55,11
KAPANGAN,RAINFED,2015,JAN,SWEET PEPPER,5,5,60,12
KAPANGAN,RAINFED,2015,FEB,SWEET PEPPER,5,5,55,11
KAPANGAN,RAINFED,2015,MAR,SWEET PEPPER,5,5,55,11
KAPANGAN,RAINFED,2015,APR,SWEET PEPPER,5,5,55,11
KAPANGAN,RAINFED,2015,MAY,SWEET PEPPER,10,5,55,11
KAPANGAN,RAINFED,2015,JUN,SWEET PEPPER,3,5,55,11
KAPANGAN,RAINFED,2015,JUL,SWEET PEPPER,4,5,60,12
KAPANGAN,RAINFED,2015,AUG,SWEET PEPPER,2.5,10,120,12
KAPANGAN,RAINFED,2015,SEP,SWEET PEPPER,5,3,36,12
KAPANGAN,RAINFED,2015,OCT,SWEET PEPPER,5,1.2,14.4,12
KAPANGAN,RAINFED,2015,NOV,SWEET PEPPER,5,0.5,6,12
KAPANGAN,RAINFED,2015,DEC,SWEET PEPPER,5,5,60,12
KAPANGAN,RAINFED,2015,JAN,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2015,FEB,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2015,MAR,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2015,APR,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2015,MAY,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2015,JUN,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2015,JUL,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2015,AUG,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2015,SEP,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2015,OCT,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2015,NOV,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2015,DEC,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2015,JAN,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2015,FEB,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2015,MAR,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2015,APR,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2015,MAY,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2015,JUN,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2015,JUL,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2015,AUG,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2015,SEP,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2015,OCT,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2015,NOV,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2015,DEC,CARROTS,5,5,55,11
KIBUNGAN,IRRIGATED,2015,JAN,CABBAGE,35,20,400,20
KIBUNGAN,IRRIGATED,2015,FEB,CABBAGE,41.75,25,500,20
KIBUNGAN,IRRIGATED,2015,MAR,CABBAGE,44.5,25,500,20
KIBUNGAN,IRRIGATED,2015,APR,CABBAGE,18.5,21.75,435,20
KIBUNGAN,IRRIGATED,2015,MAY,CABBAGE,31,24.5,490,20
KIBUNGAN,IRRIGATED,2015,JUN,CABBAGE,20.25,20,400,20
KIBUNGAN,IRRIGATED,2015,JUL,CABBAGE,32,16,272,17
KIBUNGAN,IRRIGATED,2015,AUG,CABBAGE,25,20.25,303,14.96
KIBUNGAN,IRRIGATED,2015,SEP,CABBAGE,30,15,225,15
KIBUNGAN,IRRIGATED,2015,OCT,CABBAGE,28,22,308,14
KIBUNGAN,IRRIGATED,2015,NOV,CABBAGE,65,35,490,14
KIBUNGAN,IRRIGATED,2015,DEC,CABBAGE,65,28,504,18
KIBUNGAN,IRRIGATED,2015,JAN,CHINESE CABBAGE,1,0.8,12.8,16
KIBUNGAN,IRRIGATED,2015,FEB,CHINESE CABBAGE,1,1,16,16
KIBUNGAN,IRRIGATED,2015,MAR,CHINESE CABBAGE,2.45,1,16,16
KIBUNGAN,IRRIGATED,2015,APR,CHINESE CABBAGE,1.75,1.45,23.2,16
KIBUNGAN,IRRIGATED,2015,MAY,CHINESE CABBAGE,2,2.75,44,16
KIBUNGAN,IRRIGATED,2015,JUN,CHINESE CABBAGE,1.2,1,16,16
KIBUNGAN,IRRIGATED,2015,JUL,CHINESE CABBAGE,5,2,28,14
KIBUNGAN,IRRIGATED,2015,AUG,CHINESE CABBAGE,5,5,55,11
KIBUNGAN,IRRIGATED,2015,SEP,CHINESE CABBAGE,5,5,55,11
KIBUNGAN,IRRIGATED,2015,OCT,CHINESE CABBAGE,4,5,55,11
KIBUNGAN,IRRIGATED,2015,NOV,CHINESE CABBAGE,2.5,2,20,10
KIBUNGAN,IRRIGATED,2015,DEC,CHINESE CABBAGE,1.8,4,64,16
KIBUNGAN,IRRIGATED,2015,JAN,LETTUCE,0.8,0.6,6,10
KIBUNGAN,IRRIGATED,2015,FEB,LETTUCE,0.6,0.6,6,10
KIBUNGAN,IRRIGATED,2015,MAR,LETTUCE,1,0.8,8,10
KIBUNGAN,IRRIGATED,2015,APR,LETTUCE,1.25,1.4,14,10
KIBUNGAN,IRRIGATED,2015,MAY,LETTUCE,1.25,1.45,14.5,10
KIBUNGAN,IRRIGATED,2015,JUN,LETTUCE,1.65,1,10,10
KIBUNGAN,IRRIGATED,2015,JUL,LETTUCE,1.25,0.3,2.4,8
KIBUNGAN,IRRIGATED,2015,AUG,LETTUCE,1.5,1.65,13.2,8
KIBUNGAN,IRRIGATED,2015,SEP,LETTUCE,1.5,1.5,9,6
KIBUNGAN,IRRIGATED,2015,OCT,LETTUCE,1.4,1.5,6,4
KIBUNGAN,IRRIGATED,2015,NOV,LETTUCE,1.5,1.4,5.4,3.86
KIBUNGAN,IRRIGATED,2015,DEC,LETTUCE,1.75,1.5,12,8
KIBUNGAN,IRRIGATED,2015,JAN,CAULIFLOWER,0.1,0.1,0.6,6
KIBUNGAN,IRRIGATED,2015,FEB,CAULIFLOWER,0.1,0.3,1.8,6
KIBUNGAN,IRRIGATED,2015,MAR,CAULIFLOWER,0.1,0.1,0.6,6
KIBUNGAN,IRRIGATED,2015,APR,CAULIFLOWER,5,0.1,0.6,6
KIBUNGAN,IRRIGATED,2015,MAY,CAULIFLOWER,0.3,0.1,0.6,6
KIBUNGAN,IRRIGATED,2015,JUN,CAULIFLOWER,0.15,5,55,11
KIBUNGAN,IRRIGATED,2015,JUL,CAULIFLOWER,5,0.15,0.6,4
KIBUNGAN,IRRIGATED,2015,AUG,CAULIFLOWER,5,5,55,11
KIBUNGAN,IRRIGATED,2015,SEP,CAULIFLOWER,0.4,0.3,0.3,1
KIBUNGAN,IRRIGATED,2015,OCT,CAULIFLOWER,5,5,55,11
KIBUNGAN,IRRIGATED,2015,NOV,CAULIFLOWER,5,5,55,11
KIBUNGAN,IRRIGATED,2015,DEC,CAULIFLOWER,5,5,55,11
KIBUNGAN,IRRIGATED,2015,JAN,BROCCOLI,5,5,55,11
KIBUNGAN,IRRIGATED,2015,FEB,BROCCOLI,5,5,55,11
KIBUNGAN,IRRIGATED,2015,MAR,BROCCOLI,5,5,55,11
KIBUNGAN,IRRIGATED,2015,APR,BROCCOLI,0.25,5,55,11
KIBUNGAN,IRRIGATED,2015,MAY,BROCCOLI,0.1,5,55,11
KIBUNGAN,IRRIGATED,2015,JUN,BROCCOLI,5,0.25,3,12
KIBUNGAN,IRRIGATED,2015,JUL,BROCCOLI,0.25,5,55,11
KIBUNGAN,IRRIGATED,2015,AUG,BROCCOLI,5,5,55,11
KIBUNGAN,IRRIGATED,2015,SEP,BROCCOLI,5,0.25,1,4
KIBUNGAN,IRRIGATED,2015,OCT,BROCCOLI,5,5,55,11
KIBUNGAN,IRRIGATED,2015,NOV,BROCCOLI,5,5,55,11
KIBUNGAN,IRRIGATED,2015,DEC,BROCCOLI,5,5,55,11
KIBUNGAN,IRRIGATED,2015,JAN,SNAP BEANS,3,1,10,10
KIBUNGAN,IRRIGATED,2015,FEB,SNAP BEANS,8,1.5,15,10
KIBUNGAN,IRRIGATED,2015,MAR,SNAP BEANS,3.25,3,30,10
KIBUNGAN,IRRIGATED,2015,APR,SNAP BEANS,6,8,80,10
KIBUNGAN,IRRIGATED,2015,MAY,SNAP BEANS,6.5,3.25,32.5,10
KIBUNGAN,IRRIGATED,2015,JUN,SNAP BEANS,3.75,6,60,10
KIBUNGAN,IRRIGATED,2015,JUL,SNAP BEANS,5,1.25,8.75,7
KIBUNGAN,IRRIGATED,2015,AUG,SNAP BEANS,0.8,3.75,22.5,6
KIBUNGAN,IRRIGATED,2015,SEP,SNAP BEANS,2.5,5,55,11
KIBUNGAN,IRRIGATED,2015,OCT,SNAP BEANS,2.75,0.8,4.8,6
KIBUNGAN,IRRIGATED,2015,NOV,SNAP BEANS,5.5,2.5,15,6
KIBUNGAN,IRRIGATED,2015,DEC,SNAP BEANS,4.5,3.5,28,8
KIBUNGAN,IRRIGATED,2015,JAN,GARDEN PEAS,1.3,1,6,6
KIBUNGAN,IRRIGATED,2015,FEB,GARDEN PEAS,2,1,6,6
KIBUNGAN,IRRIGATED,2015,MAR,GARDEN PEAS,1,0.8,4.8,6
KIBUNGAN,IRRIGATED,2015,APR,GARDEN PEAS,1,1.3,7.8,6
KIBUNGAN,IRRIGATED,2015,MAY,GARDEN PEAS,1,2,12,6
KIBUNGAN,IRRIGATED,2015,JUN,GARDEN PEAS,0.8,1,6,6
KIBUNGAN,IRRIGATED,2015,JUL,GARDEN PEAS,5,1,3,3
KIBUNGAN,IRRIGATED,2015,AUG,GARDEN PEAS,5,1,6,6
KIBUNGAN,IRRIGATED,2015,SEP,GARDEN PEAS,1,5,55,11
KIBUNGAN,IRRIGATED,2015,OCT,GARDEN PEAS,1.75,1,3,3
KIBUNGAN,IRRIGATED,2015,NOV,GARDEN PEAS,3,1,1,1
KIBUNGAN,IRRIGATED,2015,DEC,GARDEN PEAS,1,2,8,4
KIBUNGAN,IRRIGATED,2015,JAN,SWEET PEPPER,2,1.5,12,8
KIBUNGAN,IRRIGATED,2015,FEB,SWEET PEPPER,2,2,16,8
KIBUNGAN,IRRIGATED,2015,MAR,SWEET PEPPER,2.5,1.5,12,8
KIBUNGAN,IRRIGATED,2015,APR,SWEET PEPPER,4,1.5,12,8
KIBUNGAN,IRRIGATED,2015,MAY,SWEET PEPPER,3.8,1,8,8
KIBUNGAN,IRRIGATED,2015,JUN,SWEET PEPPER,1.25,4,32,8
KIBUNGAN,IRRIGATED,2015,JUL,SWEET PEPPER,1,3.8,15.2,4
KIBUNGAN,IRRIGATED,2015,AUG,SWEET PEPPER,1,3.8,19,5
KIBUNGAN,IRRIGATED,2015,SEP,SWEET PEPPER,3,1.25,6.25,5
KIBUNGAN,IRRIGATED,2015,OCT,SWEET PEPPER,4.25,3,15,5
KIBUNGAN,IRRIGATED,2015,NOV,SWEET PEPPER,3,3,12,4
KIBUNGAN,IRRIGATED,2015,DEC,SWEET PEPPER,3,4.25,25.5,6
KIBUNGAN,IRRIGATED,2015,JAN,WHITE POTATO,70,45,900,20
KIBUNGAN,IRRIGATED,2015,FEB,WHITE POTATO,100,25,500,20
KIBUNGAN,IRRIGATED,2015,MAR,WHITE POTATO,75,15,300,20
KIBUNGAN,IRRIGATED,2015,APR,WHITE POTATO,14.5,55,1100,20
KIBUNGAN,IRRIGATED,2015,MAY,WHITE POTATO,10,100,2000,20
KIBUNGAN,IRRIGATED,2015,JUN,WHITE POTATO,5,90,1800,20
KIBUNGAN,IRRIGATED,2015,JUL,WHITE POTATO,5,14.5,276,19.03
KIBUNGAN,IRRIGATED,2015,AUG,WHITE POTATO,5,10,160,16
KIBUNGAN,IRRIGATED,2015,SEP,WHITE POTATO,1,5,55,11
KIBUNGAN,IRRIGATED,2015,OCT,WHITE POTATO,40,5,55,11
KIBUNGAN,IRRIGATED,2015,NOV,WHITE POTATO,90,4,56,14
KIBUNGAN,IRRIGATED,2015,DEC,WHITE POTATO,5,35,560,16
KIBUNGAN,IRRIGATED,2015,JAN,CARROTS,22,13,208,16
KIBUNGAN,IRRIGATED,2015,FEB,CARROTS,20,15,240,16
KIBUNGAN,IRRIGATED,2015,MAR,CARROTS,17,7,112,16
KIBUNGAN,IRRIGATED,2015,APR,CARROTS,17.5,15,240,16
KIBUNGAN,IRRIGATED,2015,MAY,CARROTS,17.25,12,192,16
KIBUNGAN,IRRIGATED,2015,JUN,CARROTS,5,15,240,16
KIBUNGAN,IRRIGATED,2015,JUL,CARROTS,7,17,238,14
KIBUNGAN,IRRIGATED,2015,AUG,CARROTS,6,17.25,207,12
KIBUNGAN,IRRIGATED,2015,SEP,CARROTS,11,7,56,8
KIBUNGAN,IRRIGATED,2015,OCT,CARROTS,10,6,48,8
KIBUNGAN,IRRIGATED,2015,NOV,CARROTS,37,11,88,8
KIBUNGAN,IRRIGATED,2015,DEC,CARROTS,26,10,80,8
KIBUNGAN,RAINFED,2015,JAN,CABBAGE,5,70,1400,20
KIBUNGAN,RAINFED,2015,FEB,CABBAGE,5,10,200,20
KIBUNGAN,RAINFED,2015,MAR,CABBAGE,5,5,55,11
KIBUNGAN,RAINFED,2015,APR,CABBAGE,20,5,55,11
KIBUNGAN,RAINFED,2015,MAY,CABBAGE,120,5,55,11
KIBUNGAN,RAINFED,2015,JUN,CABBAGE,5,20,400,20
KIBUNGAN,RAINFED,2015,JUL,CABBAGE,205,20,360,18
KIBUNGAN,RAINFED,2015,AUG,CABBAGE,195,80,1120,14
KIBUNGAN,RAINFED,2015,SEP,CABBAGE,120,75,1125,15
KIBUNGAN,RAINFED,2015,OCT,CABBAGE,135,195,2730,14
KIBUNGAN,RAINFED,2015,NOV,CABBAGE,85.5,120,1680,14
KIBUNGAN,RAINFED,2015,DEC,CABBAGE,5,135,1890,14
KIBUNGAN,RAINFED,2015,JAN,CHINESE CABBAGE,5,1,16,16
KIBUNGAN,RAINFED,2015,FEB,CHINESE CABBAGE,5,5,55,11
KIBUNGAN,RAINFED,2015,MAR,CHINESE CABBAGE,5,5,55,11
KIBUNGAN,RAINFED,2015,APR,CHINESE CABBAGE,5,5,55,11
KIBUNGAN,RAINFED,2015,MAY,CHINESE CABBAGE,11,5,55,11
KIBUNGAN,RAINFED,2015,JUN,CHINESE CABBAGE,5,5,55,11
KIBUNGAN,RAINFED,2015,JUL,CHINESE CABBAGE,5,11,176,16
KIBUNGAN,RAINFED,2015,AUG,CHINESE CABBAGE,5,5,55,11
KIBUNGAN,RAINFED,2015,SEP,CHINESE CABBAGE,1,5,55,11
KIBUNGAN,RAINFED,2015,OCT,CHINESE CABBAGE,3,1,12,12
KIBUNGAN,RAINFED,2015,NOV,CHINESE CABBAGE,3.5,1,10,10
KIBUNGAN,RAINFED,2015,DEC,CHINESE CABBAGE,5,1,10,10
KIBUNGAN,RAINFED,2015,JAN,LETTUCE,5,0.8,8,10
KIBUNGAN,RAINFED,2015,FEB,LETTUCE,5,0.5,5,10
KIBUNGAN,RAINFED,2015,MAR,LETTUCE,5,5,55,11
KIBUNGAN,RAINFED,2015,APR,LETTUCE,1.25,5,55,11
KIBUNGAN,RAINFED,2015,MAY,LETTUCE,2,0.25,2.5,10
KIBUNGAN,RAINFED,2015,JUN,LETTUCE,5,1,10,10
KIBUNGAN,RAINFED,2015,JUL,LETTUCE,1.8,2,16,8
KIBUNGAN,RAINFED,2015,AUG,LETTUCE,5,1.8,14.4,8
KIBUNGAN,RAINFED,2015,SEP,LETTUCE,1,5,55,11
KIBUNGAN,RAINFED,2015,OCT,LETTUCE,2.5,1,6,6
KIBUNGAN,RAINFED,2015,NOV,LETTUCE,2,2.5,10,4
KIBUNGAN,RAINFED,2015,DEC,LETTUCE,5,2,16,8
KIBUNGAN,RAINFED,2015,JAN,CAULIFLOWER,5,5,55,11
KIBUNGAN,RAINFED,2015,FEB,CAULIFLOWER,5,5,55,11
KIBUNGAN,RAINFED,2015,MAR,CAULIFLOWER,5,5,55,11
KIBUNGAN,RAINFED,2015,APR,CAULIFLOWER,0.25,5,55,11
KIBUNGAN,RAINFED,2015,MAY,CAULIFLOWER,0.15,5,55,11
KIBUNGAN,RAINFED,2015,JUN,CAULIFLOWER,0.3,0.1,1.2,12
KIBUNGAN,RAINFED,2015,JUL,CAULIFLOWER,0.25,0.25,3,12
KIBUNGAN,RAINFED,2015,AUG,CAULIFLOWER,5,0.15,1.2,8
KIBUNGAN,RAINFED,2015,SEP,CAULIFLOWER,5,0.25,1,4
KIBUNGAN,RAINFED,2015,OCT,CAULIFLOWER,2,0.8,3.2,4
KIBUNGAN,RAINFED,2015,NOV,CAULIFLOWER,0.3,5,55,11
KIBUNGAN,RAINFED,2015,DEC,CAULIFLOWER,5,5,55,11
KIBUNGAN,RAINFED,2015,JAN,BROCCOLI,5,5,55,11
KIBUNGAN,RAINFED,2015,FEB,BROCCOLI,5,5,55,11
KIBUNGAN,RAINFED,2015,MAR,BROCCOLI,5,5,55,11
KIBUNGAN,RAINFED,2015,APR,BROCCOLI,0.25,5,55,11
KIBUNGAN,RAINFED,2015,MAY,BROCCOLI,0.28,5,55,11
KIBUNGAN,RAINFED,2015,JUN,BROCCOLI,0.25,0.25,1.5,6
KIBUNGAN,RAINFED,2015,JUL,BROCCOLI,5,0.28,1.12,4
KIBUNGAN,RAINFED,2015,AUG,BROCCOLI,5,0.25,1,4
KIBUNGAN,RAINFED,2015,SEP,BROCCOLI,0.25,5,55,11
KIBUNGAN,RAINFED,2015,OCT,BROCCOLI,5,5,55,11
KIBUNGAN,RAINFED,2015,NOV,BROCCOLI,5,5,55,11
KIBUNGAN,RAINFED,2015,DEC,BROCCOLI,5,5,55,11
KIBUNGAN,RAINFED,2015,JAN,SNAP BEANS,5,3,24,8
KIBUNGAN,RAINFED,2015,FEB,SNAP BEANS,5,2,16,8
KIBUNGAN,RAINFED,2015,MAR,SNAP BEANS,2.5,5,55,11
KIBUNGAN,RAINFED,2015,APR,SNAP BEANS,7,1,8,8
KIBUNGAN,RAINFED,2015,MAY,SNAP BEANS,10.25,1.5,12,8
KIBUNGAN,RAINFED,2015,JUN,SNAP BEANS,2.5,5,40,8
KIBUNGAN,RAINFED,2015,JUL,SNAP BEANS,1,10.25,61.5,6
KIBUNGAN,RAINFED,2015,AUG,SNAP BEANS,5,2.5,12.5,5
KIBUNGAN,RAINFED,2015,SEP,SNAP BEANS,1,13.75,76,5.53
KIBUNGAN,RAINFED,2015,OCT,SNAP BEANS,8,1,4,4
KIBUNGAN,RAINFED,2015,NOV,SNAP BEANS,6,1,3,3
KIBUNGAN,RAINFED,2015,DEC,SNAP BEANS,1,8,32,4
KIBUNGAN,RAINFED,2015,JAN,GARDEN PEAS,5,1,3,3
KIBUNGAN,RAINFED,2015,FEB,GARDEN PEAS,5,5,55,11
KIBUNGAN,RAINFED,2015,MAR,GARDEN PEAS,0.5,5,55,11
KIBUNGAN,RAINFED,2015,APR,GARDEN PEAS,1.5,5,55,11
KIBUNGAN,RAINFED,2015,MAY,GARDEN PEAS,2,0.5,1.5,3
KIBUNGAN,RAINFED,2015,JUN,GARDEN PEAS,1.5,1,3,3
KIBUNGAN,RAINFED,2015,JUL,GARDEN PEAS,5,2,7,3.5
KIBUNGAN,RAINFED,2015,AUG,GARDEN PEAS,5,1.5,3,2
KIBUNGAN,RAINFED,2015,SEP,GARDEN PEAS,0.9,5,55,11
KIBUNGAN,RAINFED,2015,OCT,GARDEN PEAS,1,5,55,11
KIBUNGAN,RAINFED,2015,NOV,GARDEN PEAS,1.5,0.9,1.35,1.5
KIBUNGAN,RAINFED,2015,DEC,GARDEN PEAS,0.9,1,1,1
KIBUNGAN,RAINFED,2015,JAN,SWEET PEPPER,5,4,32,8
KIBUNGAN,RAINFED,2015,FEB,SWEET PEPPER,5,5,55,11
KIBUNGAN,RAINFED,2015,MAR,SWEET PEPPER,1,5,55,11
KIBUNGAN,RAINFED,2015,APR,SWEET PEPPER,6,5,55,11
KIBUNGAN,RAINFED,2015,MAY,SWEET PEPPER,5.25,5,55,11
KIBUNGAN,RAINFED,2015,JUN,SWEET PEPPER,3.8,3,24,8
KIBUNGAN,RAINFED,2015,JUL,SWEET PEPPER,5,5.25,31.5,6
KIBUNGAN,RAINFED,2015,AUG,SWEET PEPPER,5,3.8,19,5
KIBUNGAN,RAINFED,2015,SEP,SWEET PEPPER,5,5,55,11
KIBUNGAN,RAINFED,2015,OCT,SWEET PEPPER,11,1,4,4
KIBUNGAN,RAINFED,2015,NOV,SWEET PEPPER,2,5,20,4
KIBUNGAN,RAINFED,2015,DEC,SWEET PEPPER,5,11,66,6
KIBUNGAN,RAINFED,2015,JAN,WHITE POTATO,5,7,140,20
KIBUNGAN,RAINFED,2015,FEB,WHITE POTATO,600,6,120,20
KIBUNGAN,RAINFED,2015,MAR,WHITE POTATO,150,90,1800,20
KIBUNGAN,RAINFED,2015,APR,WHITE POTATO,100,50,1000,20
KIBUNGAN,RAINFED,2015,MAY,WHITE POTATO,5,400,7200,18
KIBUNGAN,RAINFED,2015,JUN,WHITE POTATO,5,250,5000,20
KIBUNGAN,RAINFED,2015,JUL,WHITE POTATO,5,50,900,18
KIBUNGAN,RAINFED,2015,AUG,WHITE POTATO,5,100,1800,18
KIBUNGAN,RAINFED,2015,SEP,WHITE POTATO,9,5,55,11
KIBUNGAN,RAINFED,2015,OCT,WHITE POTATO,9,5,55,11
KIBUNGAN,RAINFED,2015,NOV,WHITE POTATO,9,9,90,10
KIBUNGAN,RAINFED,2015,DEC,WHITE POTATO,5,5,90,18
KIBUNGAN,RAINFED,2015,JAN,CARROTS,5,10,160,16
KIBUNGAN,RAINFED,2015,FEB,CARROTS,5,5,55,11
KIBUNGAN,RAINFED,2015,MAR,CARROTS,5,5,55,11
KIBUNGAN,RAINFED,2015,APR,CARROTS,14.5,5,55,11
KIBUNGAN,RAINFED,2015,MAY,CARROTS,10,5,55,11
KIBUNGAN,RAINFED,2015,JUN,CARROTS,5,1.5,24,16
KIBUNGAN,RAINFED,2015,JUL,CARROTS,9,14.5,203,14
KIBUNGAN,RAINFED,2015,AUG,CARROTS,10,10,120,12
KIBUNGAN,RAINFED,2015,SEP,CARROTS,8,8.5,68,8
KIBUNGAN,RAINFED,2015,OCT,CARROTS,10,10,80,8
KIBUNGAN,RAINFED,2015,NOV,CARROTS,11,4,32,8
KIBUNGAN,RAINFED,2015,DEC,CARROTS,5,8,64,8
LATRINIDAD,IRRIGATED,2015,JAN,CABBAGE,5,2,34,17
LATRINIDAD,IRRIGATED,2015,FEB,CABBAGE,5,2,34,17
LATRINIDAD,IRRIGATED,2015,MAR,CABBAGE,5,5,85,17
LATRINIDAD,IRRIGATED,2015,APR,CABBAGE,5,5,85,17
LATRINIDAD,IRRIGATED,2015,MAY,CABBAGE,5,5,85,17
LATRINIDAD,IRRIGATED,2015,JUN,CABBAGE,5,5,85,17
LATRINIDAD,IRRIGATED,2015,JUL,CABBAGE,4,5,82.5,16.5
LATRINIDAD,IRRIGATED,2015,AUG,CABBAGE,2.3,2.3,35.19,15.3
LATRINIDAD,IRRIGATED,2015,SEP,CABBAGE,4,4,51,12.75
LATRINIDAD,IRRIGATED,2015,OCT,CABBAGE,6,4,47.6,11.9
LATRINIDAD,IRRIGATED,2015,NOV,CABBAGE,6,4,57.8,14.45
LATRINIDAD,IRRIGATED,2015,DEC,CABBAGE,6,6,91.8,15.3
LATRINIDAD,IRRIGATED,2015,JAN,CHINESE CABBAGE,10,3,51,17
LATRINIDAD,IRRIGATED,2015,FEB,CHINESE CABBAGE,10,10,170,17
LATRINIDAD,IRRIGATED,2015,MAR,CHINESE CABBAGE,10,10,170,17
LATRINIDAD,IRRIGATED,2015,APR,CHINESE CABBAGE,10,10,170,17
LATRINIDAD,IRRIGATED,2015,MAY,CHINESE CABBAGE,9,10,153,15.3
LATRINIDAD,IRRIGATED,2015,JUN,CHINESE CABBAGE,7,9,118.79,13.2
LATRINIDAD,IRRIGATED,2015,JUL,CHINESE CABBAGE,7,7,109.9,15.7
LATRINIDAD,IRRIGATED,2015,AUG,CHINESE CABBAGE,2.41,2.41,36.87,15.3
LATRINIDAD,IRRIGATED,2015,SEP,CHINESE CABBAGE,8,7,89.18,12.74
LATRINIDAD,IRRIGATED,2015,OCT,CHINESE CABBAGE,9,8,95.12,11.89
LATRINIDAD,IRRIGATED,2015,NOV,CHINESE CABBAGE,13,9,130.05,14.45
LATRINIDAD,IRRIGATED,2015,DEC,CHINESE CABBAGE,13,13,198.9,15.3
LATRINIDAD,IRRIGATED,2015,JAN,LETTUCE,7.5,8,112,14
LATRINIDAD,IRRIGATED,2015,FEB,LETTUCE,7.5,7.5,105,14
LATRINIDAD,IRRIGATED,2015,MAR,LETTUCE,7.5,7.5,105,14
LATRINIDAD,IRRIGATED,2015,APR,LETTUCE,7.5,7.5,105,14
LATRINIDAD,IRRIGATED,2015,MAY,LETTUCE,7.5,7.5,105,14
LATRINIDAD,IRRIGATED,2015,JUN,LETTUCE,7.5,7.5,105,14
LATRINIDAD,IRRIGATED,2015,JUL,LETTUCE,7.5,7.5,105,14
LATRINIDAD,IRRIGATED,2015,AUG,LETTUCE,2.9,2.9,36,12.41
LATRINIDAD,IRRIGATED,2015,SEP,LETTUCE,30,7.5,78.75,10.5
LATRINIDAD,IRRIGATED,2015,OCT,LETTUCE,50,7.5,73.5,9.8
LATRINIDAD,IRRIGATED,2015,NOV,LETTUCE,60,7.5,89.25,11.9
LATRINIDAD,IRRIGATED,2015,DEC,LETTUCE,70,7.5,94.5,12.6
LATRINIDAD,IRRIGATED,2015,JAN,CAULIFLOWER,3,0.5,7.5,15
LATRINIDAD,IRRIGATED,2015,FEB,CAULIFLOWER,3,0.5,7.5,15
LATRINIDAD,IRRIGATED,2015,MAR,CAULIFLOWER,3,3,45,15
LATRINIDAD,IRRIGATED,2015,APR,CAULIFLOWER,3,3,45,15
LATRINIDAD,IRRIGATED,2015,MAY,CAULIFLOWER,3,3,45,15
LATRINIDAD,IRRIGATED,2015,JUN,CAULIFLOWER,1,3,45,15
LATRINIDAD,IRRIGATED,2015,JUL,CAULIFLOWER,1,3,44.55,14.85
LATRINIDAD,IRRIGATED,2015,AUG,CAULIFLOWER,4.65,1.65,22.28,13.5
LATRINIDAD,IRRIGATED,2015,SEP,CAULIFLOWER,1,1,11.25,11.25
LATRINIDAD,IRRIGATED,2015,OCT,CAULIFLOWER,2,1,10.5,10.5
LATRINIDAD,IRRIGATED,2015,NOV,CAULIFLOWER,2,1,12.75,12.75
LATRINIDAD,IRRIGATED,2015,DEC,CAULIFLOWER,2,2,27,13.5
LATRINIDAD,IRRIGATED,2015,JAN,BROCCOLI,50,10,150,15
LATRINIDAD,IRRIGATED,2015,FEB,BROCCOLI,50,50,750,15
LATRINIDAD,IRRIGATED,2015,MAR,BROCCOLI,50,50,750,15
LATRINIDAD,IRRIGATED,2015,APR,BROCCOLI,50,50,750,15
LATRINIDAD,IRRIGATED,2015,MAY,BROCCOLI,45,45,675,15
LATRINIDAD,IRRIGATED,2015,JUN,BROCCOLI,45,45,675,15
LATRINIDAD,IRRIGATED,2015,JUL,BROCCOLI,45,45,630,14
LATRINIDAD,IRRIGATED,2015,AUG,BROCCOLI,6.45,6.45,87.07,13.5
LATRINIDAD,IRRIGATED,2015,SEP,BROCCOLI,45,45,506.25,11.25
LATRINIDAD,IRRIGATED,2015,OCT,BROCCOLI,65,65,682.5,10.5
